Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
fourth_tx_rtchemo,target_tumor_treatment,,checkbox,Concurrent Chemotherapeutic Agent to Radiation Therapy (Fourth Treatment Regimen; Select All That Apply),"1, Carboplatinum | 2, Vincristine | 3, 6-thioguanine | 4, Procarbazine | 5, Lomustine | 6, Vinblastine | 7, Vinorelbine | 8, MEK inhibitor | 9, Bevacizumab | 10, Irinotecan | 11, MTOR inhibitor | 12, Temozolomide | 13, Etoposide | 14, poly-ICLC | 15, BRAF inhibitor | 16, Others",,,,,,[fourthrxregimen] = '3',,,,,,
fourthprogression,target_tumor_treatment,,yesno,Did patient progress or recur with/after their fourth treatment regimen? ,,,,,,,[rxwithprogression3] = '1',,,,,,
rxwithprogression4,target_tumor_treatment,,yesno,Did subject receive additional treatment regimens with their progression/recurrence? ,,,,,,,[fourthprogression] = '1',,,,,,
fifth_rx_startyear,target_tumor_treatment,,text,Calendar year at fifth treatment start,,,number,2005,2023,y,[rxwithprogression4] = '1',,,,,,
fifth_rx_startmonth,target_tumor_treatment,,radio,Month at fifth treatment start,"1, January | 2, February | 3, March | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December",,,,,y,[rxwithprogression4] = '1',,,,,,
fifth_rx_stopyear,target_tumor_treatment,,text,Calendar year at fifth treatment stop,,,number,2005,2023,y,[rxwithprogression4] = '1',,,,,,
fifth_rx_stopmonth,target_tumor_treatment,,radio,Month at fifth treatment stop,"1, January | 2, February | 3, March | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December",,,,,y,[rxwithprogression4] = '1',,,,,,
fifthrxregimen,target_tumor_treatment,,radio,Fifth treatment regimen/approach for target tumor,"1, Chemotherapy Alone (includes immunotherapy and targeted agents) | 2, Radiation Alone | 3, Radiation with Concurrent Chemotherapy Administration | 4, Surgery | 5, Other",,,,,,[rxwithprogression4] = '1',,,,,,
fifth_tx_chemo,target_tumor_treatment,,checkbox,Chemotherapy regimen with fifth treatment regimen/approach (Select all that apply),"1, Carboplatinum | 2, Vincristine | 3, 6-thioguanine | 4, Procarbazine | 5, Lomustine | 6, Vinblastine | 7, Vinorelbine | 8, MEK inhibitor | 9, Bevacizumab (for tumor-directed therapy purposes) | 10, Irinotecan | 11, MTOR inhibitor | 12, Temozolomide | 13, Etoposide | 14, poly-ICLC | 15, BRAF inhibitor | 16, Others",,,,,,[fifthrxregimen] = '1',,,,,,
radiationfield5,target_tumor_treatment,,checkbox,Radiation Field,"1, Focal | 2, Whole Brain | 3, Craniospinal | 4, Other",,,,,,[fifthrxregimen] = '2' or [fifthrxregimen] = '3',,,,,,
rtdose5,target_tumor_treatment,,text,Radiation Dose (example: 5400 cGy),,,,,,,[fifthrxregimen] = '2' or [fifthrxregimen] = '3',,,,,,
fifth_tx_rtchemo,target_tumor_treatment,,checkbox,Concurrent Chemotherapeutic Agent to Radiation Therapy (Fifth Treatment Regimen; Select All That Apply),"1, Carboplatinum | 2, Vincristine | 3, 6-thioguanine | 4, Procarbazine | 5, Lomustine | 6, Vinblastine | 7, Vinorelbine | 8, MEK inhibitor | 9, Bevacizumab | 10, Irinotecan | 11, MTOR inhibitor | 12, Temozolomide | 13, Etoposide | 14, poly-ICLC | 15, BRAF inhibitor | 16, Others",,,,,,[fifthrxregimen] = '3',,,,,,
fifthprogression,target_tumor_treatment,,yesno,Did patient progress or recur with/after their fifth treatment regimen? ,,,,,,,[rxwithprogression4] = '1',,,,,,
rxwithprogression5,target_tumor_treatment,,yesno,Did subject receive additional treatment regimens with their progression/recurrence? ,,,,,,,[fifthprogression] = '1',,,,,,
sixth_rx_startyear,target_tumor_treatment,,text,Calendar year at sixth treatment start,,,number,2005,2023,y,[rxwithprogression5] = '1',,,,,,
sixth_rx_startmonth,target_tumor_treatment,,radio,Month at sixth treatment start,"1, January | 2, February | 3, March | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December",,,,,y,[rxwithprogression5] = '1',,,,,,
sixth_rx_stopyear,target_tumor_treatment,,text,Calendar year at sixth treatment stop,,,number,2005,2023,y,[rxwithprogression5] = '1',,,,,,
sixth_rx_stopmonth,target_tumor_treatment,,radio,Month at sixth treatment stop,"1, January | 2, February | 3, March | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December",,,,,y,[rxwithprogression5] = '1',,,,,,
sixthrxregimen,target_tumor_treatment,,radio,Sixth treatment regimen/approach for target tumor,"1, Chemotherapy Alone (includes immunotherapy and targeted agents) | 2, Radiation Alone | 3, Radiation with Concurrent Chemotherapy Administration | 4, Surgery | 5, Other",,,,,,[rxwithprogression5] = '1',,,,,,
sixth_tx_chemo,target_tumor_treatment,,checkbox,Chemotherapy regimen with sixth treatment regimen/approach (Select all that apply),"1, Carboplatinum | 2, Vincristine | 3, 6-thioguanine | 4, Procarbazine | 5, Lomustine | 6, Vinblastine | 7, Vinorelbine | 8, MEK inhibitor | 9, Bevacizumab (for tumor-directed therapy purposes) | 10, Irinotecan | 11, MTOR inhibitor | 12, Temozolomide | 13, Etoposide | 14, poly-ICLC | 15, BRAF inhibitor | 16, Others",,,,,,[sixthrxregimen] = '1',,,,,,
radiationfield6,target_tumor_treatment,,checkbox,Radiation Field,"1, Focal | 2, Whole Brain | 3, Craniospinal | 4, Other",,,,,,[sixthrxregimen] = '2' or [sixthrxregimen] = '3',,,,,,
rtdose6,target_tumor_treatment,,text,Radiation Dose (example: 5400 cGy),,,,,,,[sixthrxregimen] = '2' or [sixthrxregimen] = '3',,,,,,
sixth_tx_rtchemo,target_tumor_treatment,,checkbox,Concurrent Chemotherapeutic Agent to Radiation Therapy (Sixth Treatment Regimen; Select All That Apply),"1, Carboplatinum | 2, Vincristine | 3, 6-thioguanine | 4, Procarbazine | 5, Lomustine | 6, Vinblastine | 7, Vinorelbine | 8, MEK inhibitor | 9, Bevacizumab | 10, Irinotecan | 11, MTOR inhibitor | 12, Temozolomide | 13, Etoposide | 14, poly-ICLC | 15, BRAF inhibitor | 16, Others",,,,,,[sixthrxregimen] = '3',,,,,,
vascularcomplication,target_tumor_treatment,,yesno,"Central nervous system vascular complication diagnosed at any time after target tumor diagnosis? (Example: hemorrhage, moyamoya, etc)",,,,,,,,,,,,,
complicationdetail,target_tumor_treatment,,text,Describe complication,,,,,,,[vascularcomplication] = '1',,,,,,
lfu_year,target_tumor_treatment,,text,Calendar Year at last follow up or death ,,,number,2005,2023,,,y,,,,,
lfu_month,target_tumor_treatment,,radio,Month at Last Follow Up or Death,"1, January | 2, February | 3, March | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December",,,,,,,y,,,,,
priorlesionvalidation,radiology,,radio,Was there a lesion/mass in location of target tumor observed on MRI >365 days prior to pathologic diagnosis? ,"1, Yes | 2, No | 3, Unknown (No Prior Imaging or Imaging Unavailable)",,,,,,,,,,,,
imagenumber,radiology,,radio,Number of Imaging Studies Uploaded to Central Database,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, >10",,,,,,,,,,,,
radiologyreport,radiology,,file,"Please upload redacted radiology report for diagnostic magnetic resonance imaging (e.g., report for scan of presumed high grade glioma/target tumor for enrollment)",,,,,,,,,,,,,
studytitle,informed_consent,,descriptive,"Title of Research Study: Clinical Features and Outcomes of Children and Adults with Neurofibromatosis Type 1-Associated High Grade Glioma and Adults with Low Grade Glioma

IRB Protocol Number: #22-020481
Version Date:  	May 19, 2023
Principal Investigator:	Chelsea Kotch, MD MSCE	
Telephone: 215-590-2299

You, or your child, may be eligible to take part in a research study. This form gives you important information about the study. It describes the purpose of this research study, and the risks and possible benefits of participating. 
In the sections that follow, the word ""we"" means the study doctor and other research staff. If you are a parent or legal guardian who is giving permission for a child, please note that the word ""you"" refers to your child.
",,,,,,,,,,,,,
studyoverview,informed_consent,Study Overview,descriptive,"You are being asked to take part in this research study because you have neurofibromatosis type 1 (NF1) and have been diagnosed with a brain tumor (glioma).

The purpose of this study is to improve the care of people with NF1 and brain tumors. The main goal of the study is to describe treatment approaches and outcomes for children and adults with NF1-associated high grade glioma, as well as for adults with newly diagnosed NF1-associated low grade glioma. We are interested in determining if there are clinical characteristics, such as sex or tumor location, that may place patients at higher risk of developing more aggressive brain tumors or having a worse response to treatment. Your participation in this study would involve allowing us to gather clinical information and images such as magnetic resonance imaging (MRI) from your medical record and review the results of genetic testing previously done on your tumor. If you have not had prior testing on your tumor, and there is leftover tumor tissue available, we will perform detailed testing on your tumor specimen to learn more about the genetic changes (DNA) of your tumor. We plan to include a maximum of 185 patients from multiple institutions in this study, with a maximum of 15 subjects enrolled at CHOP.

The main risk of the study is breach of confidentiality.

You will not benefit directly from participating in this study.

If there is anything in this form you do not understand, please ask questions. Please take your time. 

You do not have to take part in this study if you do not want to. If you take part, you can leave the study at any time.
",,,,,,,,,,,,,
studyinvolvement,informed_consent,What is involved in the study? ,descriptive,"We will collect clinical and genetic information about your tumor from your medical record. If genetic testing results for your tumor are unavailable or have never been obtained, we will perform detailed genetic testing on your tumor specimen. ",,,,,,,,,,,,,
genetictestingprocedure,informed_consent,What are the study procedures? ,descriptive,"<div class=""rich-text-field-label""><p>If you agree to participate in this study, we will perform the following:<br /><br /><span style=""text-decoration: underline;"">Medical record review</span>: We will review your medical records throughout the study to collect information about your medical history, diagnosis, treatments, medications, and results of clinical tests made available between January 1, 2005 to January 1, 2023.<br /><br /><span style=""text-decoration: underline;"">Tumor specimen analysis</span>: We may perform genetic testing of your tumor: the study involves genome-wide sequencing. Genome-wide sequencing is the analysis of the complete set of genetic instructions (DNA) in a cell. This analysis looks for small changes (sequence variants) in the genetic instructions.<br /><br /><br /></p></div>",,,,,,,,,,,,,
dataspecimens,informed_consent,Will I receive any results from the tests done as part of this study?,descriptive,You will not receive the results of any tests or assessments you will undergo as part of this research study. ,,,,,,,,,,,,,
studyrisks,informed_consent,What are the risks of this study?,descriptive,"<div class=""rich-text-field-label""><p>Taking part in a research study involves inconveniences and risks. The main risks of taking part in this study are discussed below. <br /><br />The risks of participation in this study are not greater than minimal. <br /><br /><span style=""text-decoration: underline;"">Breach of Privacy and Confidentiality</span>: There is a small risk to your privacy and the privacy of your records. All information and results that come from the study during this study will be kept private in agreement with our hospital policies and HIPAA on subject privacy. The study investigator and other study staff will not use your information and results for any reason other than for the study. To protect your private information, all your information will be labeled and identified by a special code number. All information will be stored on a password protected computers or in a locked filing cabinet in a study staff's locked office. <br /><br /><span style=""text-decoration: underline;"">Risks of Genetic Studies</span>: The risks related to genetic analyses can be to individuals or to groups. These harms include stigmatization and insurability. To reduce this risk, only coded samples will be stored and used for future research. Information about this study will not be recorded in your medical record. The Genetic Information Nondiscrimination Act is a Federal law that makes it illegal for some groups to discriminate against you based on genetic information. This law applies to all health insurance companies, group health plans, and employers with 15 or more employees. This law does not apply to companies that sell life insurance, disability insurance, or long-term care insurance. <br /><br /><br /><br /></p></div>",,,,,,,,,,,,,
tumorsite,informed_consent,What will be done with my data and specimens during the study?,descriptive,"If we perform an analysis of your tumor specimen due to insufficient prior testing, your tumor will be sent to Memorial Sloan Kettering Cancer Center. Any tumor leftover after analysis may be stored for future research with your permission. ",,,,,,,,,,,,,
studybenefits,informed_consent,Are there any benefits to taking part in this study?,descriptive,"There will be no direct benefit to you from taking part in this study. The knowledge gained from this study may help improve the diagnosis, treatment, and long-term outcomes for people with NF1 and brain tumors.",,,,,,,,,,,,,
consent,informed_consent,Do you need to give your consent in order to participate? ,descriptive,"If you decide to participate in this study, you must sign this consent. Upon signing, you will receive a copy for your records.

What happens if you decide not to take part in this study?
Participation in this study is voluntary. If you decide not to take part or if you change your mind later there will be no penalties or loss of any benefits to which you are otherwise entitled. You do not have to take part in the study in order to receive care at CHOP.

Can you stop your participation in the study early?
You can stop being in the study at any time. You do not have to give a reason.

What choices do you have other than this study?
You may choose to not participate in this study.
",,,,,,,,,,,,,
consentcontinued,informed_consent,"What about privacy, authorization for use of Personal Health Information (PHI) and confidentiality? ",descriptive,"As part of this research, health information about you will be collected. This will include information from your medical records and tests. This could include physical exams, imaging studies (MRI scans), pathology results, NF1 germline testing results, or medications. Medical records are available to all CHOP staff. Staff will view your records only when required as part of their job. Staff are required to keep your information private. Information that could identify you will not be shared with anyone- unless you provide your written consent, or it is required or allowed by law. We will do our best to keep your personal information private and confidential. However, we cannot guarantee absolute confidentiality. Your personal information may be disclosed if required by law.

The results of this study may be shown at meetings and published in journals to inform other doctors and health professionals. We will keep your identity private in any publication or presentation. 

Several people and organizations may review or receive your identifiable information. They will need this information to conduct the research, to assure the quality of the data, or to analyze the data or samples. These groups include:
•	Members of the research team and authorized staff at CHOP
•	People from agencies and organizations that perform independent accreditation and/or oversight of research, such as the Department of Health and Human Services, Office for Human Research Protections
•	Representatives of the Gilbert Family Foundation, who is funding this research
•	Your tumor samples will be evaluated by outside laboratories, Memorial Sloan Kettering Cancer Center if you are in the United States and Hopp Children's Cancer Center (Heidelberg, Germany) if you are located in the European Union. Private information such as your name, birth date or medical record number will not be shared with them. Your samples/data will be coded with a study number when shipped to the laboratory. 

By law, CHOP is required to protect your health information. The research staff will only allow access to your health information to the groups listed above. By signing this document, you are authorizing CHOP to use and/or release your health information for this research. Some of the organizations listed above may not be required to protect your information under Federal privacy laws. If permitted by law, they may be allowed to share it with others without your permission. 

The identifiable information from this study will be destroyed 6 years after the study is completed.

Your permission to use and share the information and data from this study will continue until the research study ends and will not expire. Researchers continue to analyze data for many years, and it is not possible to know when they will be completely done. De-identified data will be entered into the Synapse NF Data Portal at the conclusion of this study. The Synapse NF Data Portal is designed to support accelerated and collaborative NF research through sharing of NF datasets, analysis tools, resources, and publications related to neurofibromatosis. Private information such as name, birth date, or medical record number will not be entered.


",,,,,,,,,,,,,
changingmind,informed_consent,Can you change your mind about the use of personal information?,descriptive,"You may change your mind and withdraw your permission to use and disclose your health information at any time. To take back your permission, it is preferred that you inform the investigator in writing. 

Dr. Chelsea Kotch
The Children's Hospital of Philadelphia
Division of Oncology
34th Street and Civic Center Blvd.
Philadelphia, PA 19104

In the letter, state that you changed your mind and do not want any more of your health information collected. The personal information that has been collected already will be used if necessary for the research. No new information will be collected. If you withdraw your permission to use your personal health information, you will be withdrawn from the study.

",,,,,,,,,,,,,
funding,informed_consent,Financial Information,descriptive,"<div class=""rich-text-field-label""><p>Will there be any costs?<br /><span style=""font-weight: normal;"">There will be no costs to you by taking part in this study.</span><br /><br />Will you be paid for taking part in this study?<br /><span style=""font-weight: normal;"">You will not be paid for taking part in this study.</span> <br /><br />Who is funding this research study?<br /><span style=""font-weight: normal;"">This study is funded by the Gilbert Family Foundation.</span></p></div>",,,,,,,,,,,,,
contact,informed_consent,What if you have questions about the study?,descriptive,"If you have questions about this study or how your data are going to be used, call the study doctor, Dr. Kotch at 215-590-2299. You may also talk to your own doctor if you have questions or concerns.

The Institutional Review Board (IRB) at The Children's Hospital of Philadelphia has reviewed and approved this study. The IRB looks at research studies like these and makes sure research subjects' rights and welfare are protected. If you have questions about your rights or if you have a complaint, you can call the IRB Office at 215-590-2830.

",,,,,,,,,,,,,
optionalfuture,informed_consent,Optional Consent for Use of Study Data for Future Research,radio,"If you agree, we would like to keep your data for future research about NF1 and glioma, treatments for these conditions, and ways to prevent these conditions.  You may indicate your consent by selecting ""yes"" or ""no"". 

The data will be labeled with a unique study identification number, instead of your name.  The data will be used for research purposes only and will not benefit you. It is also possible that the stored data may never be used. The results of future research might help people who have NF1 and/or glioma.

Research could occur at CHOP, or at outside institutions, which could include for profit companies. The data will be given a unique code and may include information that can identify you. Information that can identify you may be kept permanently in a HIPAA compliant digital database at CHOP.

We may not ask for your consent before using or sharing your identifiable data. You will not receive any results or financial benefit from the future research done on your specimens or data.  We may share your identifiable data with outside researchers who will use them for future research.

If you leave the study, you can ask to have the data collected about you removed. You can also ask us to remove information that identifies you from the data. This may not be possible if your data have already been shared.
","1, YES, my identifiable data may be used for other future research studies | 2, NO, my identifiable data may not be used for future research. They may be used for this study only.",,,,,,,y,,,,,
initial,informed_consent,,text,Initial,,,,,,,,y,,,,,
optionalspecimen,informed_consent,Optional Consent for Use of Tumor Specimen for Future Research,radio,"If you agree, we would like to keep leftover tumor specimen for future research about NF1 and glioma.

The specimen will be labeled with a unique study identification number, instead of your name.  The data will be used for research purposes only and will not benefit you. It is also possible that the stored tumor specimen may never be used. The results of future research might help people who have NF1 and/or glioma.

Research could occur at CHOP, or at outside institutions, which could include for profit companies. The tumor specimen will be given a unique code and may include information that can identify you. Information that can identify you may be kept permanently in a HIPAA compliant digital database at CHOP. We may not ask for your consent before using or sharing your tumor specimen. You will not receive any results or financial benefit from the future research done on your specimens or data.  

If you leave the study, you can ask to have the tumor specimen returned or discarded. You can also ask us to remove information that identifies you from the tumor specimen. This may not be possible if your tumor specimen has already been shared.
","1, YES, my tumor specimen may be used for other future research studies. | 2, NO, my tumor specimen may not be used for future research. They may be used for this study only.",,,,,,,y,,,,,
initial2,informed_consent,,text,Initial,,,,,,,,y,,,,,
initial3,informed_consent,,text,Initial,,,,,,,,y,,,,,
explanation,informed_consent,Consent to Take Part in this Research Study and Authorization to Use and Disclose Health Information for the Research,yesno,"The research study and consent form have been explained to you by Chelsea Kotch, MD",,,,,,,,y,,,,,
dateofexplanation,informed_consent,,text,Date of meeting (In MM-DD-YYYY format),,,date_mdy,1/30/23,12/30/25,,,,,,,,
agreement,informed_consent,,descriptive,"By signing this form, you are indicating that you have had your questions answered, you agree to take part in this research study and you are legally authorized to consent to your child's participation. You are also authorizing the use of your/your child's health information as discussed above. If you don't agree to the collection, use and sharing of health information, you cannot participate in this study. NOTE: A foster parent is not legally authorized to consent for a foster child's participation.",,,,,,,,,,,,,
subjectname,informed_consent,,text,Name of Subject,,,,,,y,,y,,,,,
subjectdob,informed_consent,,text,Subject Date of Birth (in MM-DD-YYYY format),,,date_mdy,,,y,,y,,,,,
under18,informed_consent,,yesno,Is subject a minor or dependent (less than 18 years of age or requires signature from authorized representative)?,,,,,,,,y,,,,,
dateconsent,informed_consent,,text,Date (in MM-DD-YYYY format),,,date_mdy,,,,,,,,,, @TODAY
subjectsig,informed_consent,,file,"Signature of Subject (if 18 years of age or older, please re-type name)",,,signature,,,,[under18] = '0',y,,,,,
parentname,informed_consent,,text,Name of Authorized Representative or Guardian,,,,,,,[under18] = '1',,,,,,
sigguardian,informed_consent,,file,Signature of Authorized Representative or Guardian ,,,signature,,,,[under18] = '1',y,,,,,
parentvsguardian,informed_consent,,radio,Relation to Subject (If consenting for minor),"0, Parent | 1, Legal Guardian or Legally Authorized Representative",,,,,,[under18] = '1',,,,,,
consentingperson,informed_consent,,text,Person responsible for obtaining consent,,,,,,,,,,,,, @HIDDEN-SURVEY
signatureconsentperson,informed_consent,,file,Signature of Person Responsible ,,,signature,,,,,,,,,, @HIDDEN-SURVEY
assentname,informed_consent,Assent to Take Part in this Research Study,text,"For children or adults with diminished capacity capable of providing assent, I have explained this study and the procedures involved in terms he/she could understand and that he/she freely assented to take part in this study to (enter subject name):",,,,,,,,,,,,,
assentexplanation,informed_consent,,radio,"The research study and consent form have been explained to you by Chelsea Kotch, MD","1, Yes | 2, No",,,,,,,,,,,,
assentdate,informed_consent,,text,Date of Meeting,,,date_mdy,,,,,,,,,,
assentsignature,informed_consent,,file,Signature of Subject,,,signature,,,,,,,,,,
assentnot,informed_consent,For children or adults with diminished capacity unable to assent:,text,I certify that the subject was not capable of understanding the procedures involved in the study sufficiently to assent to study participation (enter subject name):,,,,,,,,,,,,,
assentnotdate,informed_consent,,text,Date of Meeting,,,date_mdy,,,,,,,,,,
assentingperson,informed_consent,,text,Person responsible for obtaining assent,,,,,,,,,,,,, @HIDDEN-SURVEY
signatureassentperson,informed_consent,,file,Signature of Person Responsible ,,,signature,,,,,,,,,, @HIDDEN-SURVEY
