Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
temp_add_3,vital_signs_and_weight,,text,Temperature 3,,"degrees C - enter ""9999"" if not done",number,,,,[vital_add] = '3' or [vital_add] = '4' or [vital_add] = '5' or [vital_add] = '6',y,,,,,
bp_add_4,vital_signs_and_weight,,text,Blood Pressure 4,,"mmHg - enter ""9999"" if not done",,,,,[vital_add] = '4' or [vital_add] = '5' or [vital_add] = '6',y,,,,,
pulse_add_4,vital_signs_and_weight,,text,Pulse 4,,"bpm - enter ""9999"" if not done",number,,,,[vital_add] = '4' or [vital_add] = '5' or [vital_add] = '6',y,,,,,
temp_add_4,vital_signs_and_weight,,text,Temperature 4,,"degrees C - enter ""9999"" if not done",number,,,,[vital_add] = '4' or [vital_add] = '5' or [vital_add] = '6',y,,,,,
bp_add_5,vital_signs_and_weight,,text,Blood Pressure 5,,"mmHg - enter ""9999"" if not done",,,,,[vital_add] = '5' or [vital_add] = '6',y,,,,,
pulse_add_5,vital_signs_and_weight,,text,Pulse 5,,"bpm - enter ""9999"" if not done",number,,,,[vital_add] = '5' or [vital_add] = '6',y,,,,,
temp_add_5,vital_signs_and_weight,,text,Temperature 5,,"degrees C - enter ""9999"" if not done",number,,,,[vital_add] = '5' or [vital_add] = '6',y,,,,,
bp_add_6,vital_signs_and_weight,,text,Blood Pressure 6,,"mmHg - enter ""9999"" if not done",,,,,[vital_add] = '6',y,,,,,
pulse_add_6,vital_signs_and_weight,,text,Pulse 6,,"bpm - enter ""9999"" if not done",number,,,,[vital_add] = '6',y,,,,,
temp_add_6,vital_signs_and_weight,,text,Temperature 6,,"degrees C - enter ""9999"" if not done",number,,,,[vital_add] = '6',y,,,,,
vital_comm,vital_signs_and_weight,,notes,Comments,,explain any issues or delays,,,,,,,LV,,,,
heme_coll,hematology,,radio,Were hematology labs collected?,"Yes, Yes | No, No | NA, N/A (not required)","If no, please add to protocol deviation log ",,,,,,y,RH,,,,
heme_visit,hematology,,radio,Visit ID,"Screen, Screen | Cycle, Cycle | EOT, EOT | ClinFU, Clinical FU | Unsched, Unscheduled",Clincal FU is for patients who discontinue treatment without disease progression ,,,,,,y,,,,,
heme_cycle,hematology,,text,Cycle Number,,,number,,,,[heme_visit] = 'Cycle',y,RH,,,,
heme_date,hematology,,text,Date of Labs,,,date_mdy,1/1/2016,,,[heme_coll] = 'Yes',y,,,,,
heme_lab,hematology,,text,Lab Location Name,,,,,,,[heme_coll] = 'Yes',y,,,,,
hematology,hematology,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 33.3333%;""> </td> <td style=""width: 33.3333%;"">Lab Value <span style=""font-weight: normal;"">(enter ""9999"" if not done)</span></td> <td style=""width: 33.3333%;"">Units</td> </tr> <tr> <td style=""width: 33.3333%;"">WBC</td> <td style=""width: 33.3333%;"">{wbc}</td> <td style=""width: 33.3333%;"">k/cu mm</td> </tr> <tr> <td style=""width: 33.3333%;"">RBC</td> <td style=""width: 33.3333%;"">{rbc}</td> <td style=""width: 33.3333%;"">k/cu mm</td> </tr> <tr> <td style=""width: 33.3333%;"">Hemoglobin</td> <td style=""width: 33.3333%;"">{hgb}</td> <td style=""width: 33.3333%;"">g/dL</td> </tr> <tr> <td style=""width: 33.3333%;"">Hematocrit</td> <td style=""width: 33.3333%;"">{hct}</td> <td style=""width: 33.3333%;"">%</td> </tr> <tr> <td style=""width: 33.3333%;"">Platelet Count</td> <td style=""width: 33.3333%;"">{platelets}</td> <td style=""width: 33.3333%;"">k/cu mm</td> </tr> <tr> <td style=""width: 33.3333%;"">Absolute Neutrophil Count</td> <td style=""width: 33.3333%;"">{anc}</td> <td style=""width: 33.3333%;"">k/cu mm (calculate using % and WBC count if not done)</td> </tr> <tr> <td style=""width: 33.3333%;"">Absolute Lymphocyte Count</td> <td style=""width: 33.3333%;"">{alc}</td> <td style=""width: 33.3333%;"">k/cu mm (calculate using % and WBC count if not done)</td> </tr> <tr> <td style=""width: 33.3333%;"">Absolute Monocyte Count</td> <td style=""width: 33.3333%;"">{amc}</td> <td style=""width: 33.3333%;"">k/cu mm (calculate using % and WBC count if not done)</td> </tr> <tr> <td style=""width: 33.3333%;"">Absolute Eosinophil Count</td> <td style=""width: 33.3333%;"">{aec}</td> <td style=""width: 33.3333%;"">k/cu mm (calculate using % and WBC count if not done)</td> </tr> <tr> <td style=""width: 33.3333%;"">Absolute Basophil Count</td> <td style=""width: 33.3333%;"">{abc}</td> <td style=""width: 33.3333%;"">k/cu mm (calculate using % and WBC count if not done)</td> </tr> <tr> <td style=""width: 33.3333%;"">Absolute Immature Granulocyte Count</td> <td style=""width: 33.3333%;"">{aigc}</td> <td style=""width: 33.3333%;"">k/cu mm (calculate using % and WBC count if not done)</td> </tr> </tbody> </table> <p> </p></div>",,,,,,,[heme_coll] = 'Yes',,,,,,
wbc,hematology,,text,WBC,,"k/cu mm - enter ""9999"" if not done",number,,,,[heme_coll] = 'Yes',y,,,,,
rbc,hematology,,text,RBC,,"k/cu mm - enter ""9999"" if not done",number,,,,[heme_coll] = 'Yes',y,,,,,
hgb,hematology,,text,Hemoglobin,,"g/dL - enter ""9999"" if not done",number,,,,[heme_coll] = 'Yes',y,,,,,
hct,hematology,,text,Hematocrit,,"% - enter ""9999"" if not done",number,,,,[heme_coll] = 'Yes',y,,,,,
platelets,hematology,,text,Platelet Count,,"k/cu mm - enter ""9999"" if not done",number,,,,[heme_coll] = 'Yes',y,,,,,
anc,hematology,,text,Absolute Neutrophil Count,,"k/cu mm - calculate using % and WBC count if not done, or enter ""9999"" if no %",number,,,,[heme_coll] = 'Yes',y,,,,,
alc,hematology,,text,Absolute Lymphocyte Count,,"k/cu mm - calculate using % and WBC count if not done, or enter ""9999"" if no %",number,,,,[heme_coll] = 'Yes',y,,,,,
amc,hematology,,text,Absolute Monocyte Count,,"k/cu mm - calculate using % and WBC count if not done, or enter ""9999"" if no %",number,,,,[heme_coll] = 'Yes',y,,,,,
aec,hematology,,text,Absolute Eosinophil Count,,"k/cu mm - calculate using % and WBC count if not done, or enter ""9999"" if no %",number,,,,[heme_coll] = 'Yes',y,,,,,
abc,hematology,,text,Absolute Basophil Count,,"k/cu mm - calculate using % and WBC count if not done, or enter ""9999"" if no %",number,,,,[heme_coll] = 'Yes',y,,,,,
aigc,hematology,,text,Absolute Immature Granulocyte Count,,"k/cu mm - calculate using % and WBC count if not done, or enter ""9999"" if no %",number,,,,[heme_coll] = 'Yes',y,,,,,
heme_comm,hematology,,notes,Comments,,,,,,,,,LV,,,,
chemcoll,chemistry,,radio,Were chemistry labs collected?,"Yes, Yes | No, No | NA, N/A (not required)","If no, please add to protocol deviation log ",,,,,,y,RH,,,,
chem_visit,chemistry,,radio,Visit ID,"Screen, Screen | Cycle, Cycle | EOT, EOT | ClinFU, Clinical FU | Unsched, Unscheduled",,,,,,,y,,,,,
chem_cycle,chemistry,,text,Cycle Number,,,number,,,,[chem_visit] = 'Cycle',y,RH,,,,
chem_date,chemistry,,text,Sample Collection Date,,,date_mdy,1/1/2016,,,[chemcoll] = 'Yes',y,,,,,
chem_lab,chemistry,,text,Lab Location Name,,,,,,,[chemcoll] = 'Yes',y,,,,,
chem,chemistry,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 20.3184%;""> </td> <td style=""width: 15.9644%; text-align: center;""> <p>Lab Value</p> <p><span style=""font-weight: normal;"">(enter 9999 if not done)</span></p> </td> <td style=""width: 13.7173%; text-align: center;"">Units</td> <td style=""width: 16.6667%; text-align: center;"">Abnormal or CS?</td> <td style=""width: 19.8389%; text-align: center;"">Done at Outside Lab</td> <td style=""width: 10.5562%; text-align: center;"">Reference Range<span style=""font-weight: normal;""><br /></span></td> </tr> <tr> <td style=""width: 20.3184%;"">Sodium</td> <td style=""width: 15.9644%;"">{sodium}</td> <td style=""width: 13.7173%; text-align: center;"">mEq/L</td> <td style=""width: 16.6667%; text-align: center;""> </td> <td style=""width: 19.8389%; text-align: center;""> </td> <td style=""width: 10.5562%; text-align: center;""> </td> </tr> <tr> <td style=""width: 20.3184%;"">Potassium</td> <td style=""width: 15.9644%;"">{potassium}</td> <td style=""width: 13.7173%; text-align: center;"">mEq/L</td> <td style=""width: 16.6667%; text-align: center;""> </td> <td style=""width: 19.8389%; text-align: center;""> </td> <td style=""width: 10.5562%; text-align: center;""> </td> </tr> <tr> <td style=""width: 20.3184%;"">Chloride</td> <td style=""width: 15.9644%;"">{chloride}</td> <td style=""width: 13.7173%; text-align: center;"">mEq/L</td> <td style=""width: 16.6667%; text-align: center;""> </td> <td style=""width: 19.8389%; text-align: center;""> </td> <td style=""width: 10.5562%; text-align: center;""> </td> </tr> <tr> <td style=""width: 20.3184%;"">CO2</td> <td style=""width: 15.9644%;"">{co2}</td> <td style=""width: 13.7173%; text-align: center;"">mEq/L</td> <td style=""width: 16.6667%; text-align: center;""> </td> <td style=""width: 19.8389%; text-align: center;""> </td> <td style=""width: 10.5562%; text-align: center;""> </td> </tr> <tr> <td style=""width: 20.3184%;"">Glucose</td> <td style=""width: 15.9644%;"">{glucose}</td> <td style=""width: 13.7173%; text-align: center;"">mg/dL</td> <td style=""width: 16.6667%; text-align: center;""> </td> <td style=""width: 19.8389%; text-align: center;""> </td> <td style=""width: 10.5562%; text-align: center;""> </td> </tr> <tr> <td style=""width: 20.3184%;"">BUN</td> <td style=""width: 15.9644%;"">{bun}</td> <td style=""width: 13.7173%; text-align: center;"">mg/dL</td> <td style=""width: 16.6667%; text-align: center;""> </td> <td style=""width: 19.8389%; text-align: center;""> </td> <td style=""width: 10.5562%; text-align: center;""> </td> </tr> <tr> <td style=""width: 20.3184%;"">Calculated Creatinine Clearance</td> <td style=""width: 15.9644%;"">{creat_clear}</td> <td style=""width: 13.7173%; text-align: center;"">mL/min</td> <td style=""width: 16.6667%; text-align: center;""> </td> <td style=""width: 19.8389%; text-align: center;""> </td> <td style=""width: 10.5562%; text-align: center;""> </td> </tr> <tr> <td style=""width: 20.3184%;"">Creatinine</td> <td style=""width: 15.9644%;"">{creatinine}</td> <td style=""width: 13.7173%; text-align: center;"">mg/dL</td> <td style=""width: 16.6667%; text-align: center;"">{creat_abn}</td> <td style=""width: 19.8389%; text-align: center;"">{creat_outlab}</td> <td style=""width: 10.5562%; text-align: center;"">{creat_refrange}</td> </tr> <tr> <td style=""width: 20.3184%;"">Calcium</td> <td style=""width: 15.9644%;"">{calcium}</td> <td style=""width: 13.7173%; text-align: center;"">mg/dL</td> <td style=""width: 16.6667%; text-align: center;""> </td> <td style=""width: 19.8389%; text-align: center;""> </td> <td style=""width: 10.5562%; text-align: center;""> </td> </tr> <tr> <td style=""width: 20.3184%;"">Phosphate</td> <td style=""width: 15.9644%;"">{phosphate}</td> <td style=""width: 13.7173%; text-align: center;"">mg/dL</td> <td style=""width: 16.6667%; text-align: center;""> </td> <td style=""width: 19.8389%; text-align: center;""> </td> <td style=""width: 10.5562%; text-align: center;""> </td> </tr> <tr> <td style=""width: 20.3184%;"">Total Protein</td> <td style=""width: 15.9644%;"">{total_protein}</td> <td style=""width: 13.7173%; text-align: center;"">g/dL</td> <td style=""width: 16.6667%; text-align: center;""> </td> <td style=""width: 19.8389%; text-align: center;""> </td> <td style=""width: 10.5562%; text-align: center;""> </td> </tr> <tr> <td style=""width: 20.3184%;"">Albumin</td> <td style=""width: 15.9644%;"">{albumin}</td> <td style=""width: 13.7173%; text-align: center;"">g/dL</td> <td style=""width: 16.6667%; text-align: center;""> </td> <td style=""width: 19.8389%; text-align: center;""> </td> <td style=""width: 10.5562%; text-align: center;""> </td> </tr> <tr> <td style=""width: 20.3184%;"">Alkaline Phosphate</td> <td style=""width: 15.9644%;"">{alkphos}</td> <td style=""width: 13.7173%; text-align: center;"">U/L</td> <td style=""width: 16.6667%; text-align: center;"">{alkphos_abn}</td> <td style=""width: 19.8389%; text-align: center;"">{alkp_outlab}</td> <td style=""width: 10.5562%; text-align: center;"">{alkphos_refrange}</td> </tr> <tr> <td style=""width: 20.3184%;"">AST</td> <td style=""width: 15.9644%;"">{ast}</td> <td style=""width: 13.7173%; text-align: center;"">IU/L</td> <td style=""width: 16.6667%; text-align: center;"">{ast_abn}</td> <td style=""width: 19.8389%; text-align: center;"">{ast_outlab}</td> <td style=""width: 10.5562%; text-align: center;"">{ast_refrange}</td> </tr> <tr> <td style=""width: 20.3184%;"">ALT</td> <td style=""width: 15.9644%;"">{alt}</td> <td style=""width: 13.7173%; text-align: center;"">U/L</td> <td style=""width: 16.6667%; text-align: center;"">{alt_abn}</td> <td style=""width: 19.8389%; text-align: center;"">{alt_outlab}</td> <td style=""width: 10.5562%; text-align: center;"">{alt_refrange}</td> </tr> <tr> <td style=""width: 20.3184%;"">Total Bilirubin</td> <td style=""width: 15.9644%;"">{t_bili}</td> <td style=""width: 13.7173%; text-align: center;"">mg/dL</td> <td style=""width: 16.6667%; text-align: center;"">{tbili_abn}</td> <td style=""width: 19.8389%; text-align: center;"">{tbili_outlab}</td> <td style=""width: 10.5562%; text-align: center;"">{tbili_refrange}</td> </tr> <tr> <td style=""width: 20.3184%;"">Direct Bilirubin</td> <td style=""width: 15.9644%;"">{dir_bili}</td> <td style=""width: 13.7173%; text-align: center;"">mg/dL</td> <td style=""width: 16.6667%; text-align: center;"">{dirbili_abn}</td> <td style=""width: 19.8389%; text-align: center;"">{dirbili_outlab}</td> <td style=""width: 10.5562%; text-align: center;"">{dirbili_refrange}</td> </tr> <tr> <td style=""width: 20.3184%;"">Magnesium</td> <td style=""width: 15.9644%;"">{magnesium}</td> <td style=""width: 13.7173%; text-align: center;"">mg/dL</td> <td style=""width: 16.6667%; text-align: center;""> </td> <td style=""width: 19.8389%; text-align: center;""> </td> <td style=""width: 10.5562%; text-align: center;""> </td> </tr> </tbody> </table> <p> </p></div>",,,,,,,[chemcoll] = 'Yes',,,,,,
sodium,chemistry,,text,Sodium,,"mEq/L (enter ""9999"" if not done)",number,,,,[chemcoll] = 'Yes',y,,,,,
potassium,chemistry,,text,Potassium,,"mEq/L (enter ""9999"" if not done)",number,,,,[chemcoll] = 'Yes',y,,,,,
chloride,chemistry,,text,Chloride,,"mEq/L (enter ""9999"" if not done)",number,,,,[chemcoll] = 'Yes',y,,,,,
co2,chemistry,,text,CO2,,"mEq/L (enter ""9999"" if not done)",number,,,,[chemcoll] = 'Yes',y,,,,,
glucose,chemistry,,text,Glucose,,"mg/dL (enter ""9999"" if not done)",number,,,,[chemcoll] = 'Yes',y,,,,,
bun,chemistry,,text,BUN,,"mg/dL (enter ""9999"" if not done)",number,,,,[chemcoll] = 'Yes',y,,,,,
creat_clear,chemistry,,text,Calculated Creatinine Clearance,,"mL/min (enter ""9999"" if not done) (required at screening and Day 1 of every cycle)",number,,,,[chemcoll] = 'Yes',y,RH,,,,
creatinine,chemistry,,text,Creatinine,,"mg/dL (enter ""9999"" if not done)",number,,,,[chemcoll] = 'Yes',y,,,,,
creat_abn,chemistry,,radio,Creatinine Abnormal or Clinically Significant?,"Yes, Yes | No, No",,,,,,[chemcoll] = 'Yes',y,RH,,,,
creat_outlab,chemistry,,radio,Was Creatinine done at an outside lab?,"Yes, Yes | No, No",,,,,,[creat_abn] = 'Yes',y,RH,,,,
creat_refrange,chemistry,,text,Creatinine Reference Range,,enter range and units,,,,,[creat_outlab] = 'Yes',y,RH,,,,
calcium,chemistry,,text,Calcium,,"mg/dL (enter ""9999"" if not done)",number,,,,[chemcoll] = 'Yes',y,,,,,
phosphate,chemistry,,text,Phosphate,,mg/dL,number,,,,[chemcoll] = 'Yes',y,RH,,,,
total_protein,chemistry,,text,Total Protein,,"g/dL (enter ""9999"" if not done)",number,,,,[chemcoll] = 'Yes',y,,,,,
albumin,chemistry,,text,Albumin,,"g/dL (enter ""9999"" if not done)",number,,,,[chemcoll] = 'Yes',y,,,,,
alkphos,chemistry,,text,Alkaline Phosphatase,,"U/L (enter ""9999"" if not done)",number,,,,[chemcoll] = 'Yes',y,,,,,
alkphos_abn,chemistry,,radio,Alk Phos Abnormal or Clinically Significant?,"Yes, Yes | No, No",,,,,,[chemcoll] = 'Yes',y,RH,,,,
alkp_outlab,chemistry,,radio,Was Alk Phosphate done at an outside lab?,"Yes, Yes | No, No",,,,,,[alkphos_abn] = 'Yes',y,RH,,,,
alkphos_refrange,chemistry,,text,Alk Phos Reference Range,,enter range and units,,,,,[alkp_outlab] = 'Yes',y,RH,,,,
ast,chemistry,,text,AST,,"IU/L (enter ""9999"" if not done)",number,,,,[chemcoll] = 'Yes',y,,,,,
ast_abn,chemistry,,radio,AST Abnormal or Clinically Significant?,"Yes, Yes | No, No",,,,,,[chemcoll] = 'Yes',y,RH,,,,
ast_outlab,chemistry,,radio,Was AST done at an outside lab?,"Yes, Yes | No, No",,,,,,[ast_abn] = 'Yes',y,RH,,,,
ast_refrange,chemistry,,text,AST Reference Range,,enter range and units,,,,,[ast_outlab] = 'Yes',y,RH,,,,
alt,chemistry,,text,ALT,,"U/L (enter ""9999"" if not done)",number,,,,[chemcoll] = 'Yes',y,,,,,
alt_abn,chemistry,,radio,ALT Abnormal or Clinically Significant?,"Yes, Yes | No, No",,,,,,[chemcoll] = 'Yes',y,RH,,,,
alt_outlab,chemistry,,radio,Was ALT done at an outside lab?,"Yes, Yes | No, No",,,,,,[alt_abn] = 'Yes',y,RH,,,,
alt_refrange,chemistry,,text,ALT Reference Range,,enter range and units,,,,,[alt_outlab] = 'Yes',y,RH,,,,
t_bili,chemistry,,text,Total Bilirubin,,"mg/dL (enter ""9999"" if not done). If value is > or <, enter the number and add the full result in comment box (e.g. total bilirubin < 0.2).",number,,,,[chemcoll] = 'Yes',y,,,,,
tbili_abn,chemistry,,radio,Total Bilirubin Abnormal or Clinically Significant?,"Yes, Yes | No, No",,,,,,[chemcoll] = 'Yes',y,RH,,,,
tbili_outlab,chemistry,,radio,Was Total Bilirubin done at an outside lab?,"Yes, Yes | No, No",,,,,,[tbili_abn] = 'Yes',y,RH,,,,
tbili_refrange,chemistry,,text,Total Bilirubin Reference Range,,enter range and units,,,,,[tbili_outlab] = 'Yes',y,RH,,,,
dir_bili,chemistry,,text,Direct Bilirubin,,"mg/dL (enter ""9999"" if not done). If value is > or <, enter the number and add the full result in comment box (e.g. direct bilirubin < 0.2).",number,,,,[chemcoll] = 'Yes',y,RH,,,,
dirbili_abn,chemistry,,radio,Direct Bilirubin Abnormal or Clinically Significant?,"Yes, Yes | No, No",,,,,,[chemcoll] = 'Yes',y,RH,,,,
dirbili_outlab,chemistry,,radio,Was Direct Bilirubin done at an outside lab?,"Yes, Yes | No, No",,,,,,[dirbili_abn] = 'Yes',y,RH,,,,
dirbili_refrange,chemistry,,text,Direct Bilirubin Reference Range,,enter range and units,,,,,[dirbili_outlab] = 'Yes',y,RH,,,,
magnesium,chemistry,,text,Magnesium,,"mg/dL (enter ""9999"" if not done)",number,,,,[chemcoll] = 'Yes',y,,,,,
chem_comm,chemistry,,notes,Comments,,,,,,,,,LV,,,,
thyroidcoll,thyroid_function,,radio,Were thyroid function labs collected?,"Yes, Yes | No, No | NA, N/A (not required)","If no, please add to protocol deviation log ",,,,,,y,RH,,,,
thyroid_visit,thyroid_function,,radio,Visit ID,"Screen, Screen | Cycle, Cycle | EOT, EOT | Unsched, Unscheduled",,,,,,,y,,,,,
thyroid_cycle,thyroid_function,,text,Cycle Number,,,number,,,,[thyroid_visit] = 'Cycle',y,RH,,,,
thyroid_date,thyroid_function,,text,Date of Labs,,,date_mdy,1/1/2016,,,[thyroidcoll] = 'Yes',y,,,,,
thyroid_lab,thyroid_function,,text,Lab Location Name,,,,,,,[thyroidcoll] = 'Yes',y,,,,,
tsh,thyroid_function,,text,TSH,,"uIU/ml (enter ""9999"" if not done)",number,,,,[thyroidcoll] = 'Yes',y,,,,,
t3t4done,thyroid_function,,radio,Were T3 and T4 Done?,"Yes, Yes | No, No",,,,,,[thyroidcoll] = 'Yes',y,RH,,,,
t3_total,thyroid_function,,text,"T3, total",,"pg/mL (enter ""9999"" if not done)",number,,,,[t3t4done] = 'Yes',y,,,,,
t4_free,thyroid_function,,text,"T4, free",,"ng/dL (enter ""9999"" if not done)",number,,,,[t3t4done] = 'Yes',y,,,,,
thyroid_comm,thyroid_function,,notes,Comments,,,,,,,,,LH,,,,
ptt_aptt_coll,ptt_and_aptt,,radio,Were PTT/aPTT labs collected?,"Yes, Yes | No, No | NA, N/A (not required)","If no, please add to protocol deviation log.",,,,,,y,RH,,,,
pttaptt_date,ptt_and_aptt,,text,Date Collected,,,date_mdy,,,,[ptt_aptt_coll] = 'Yes',y,,,,,
pttaptt_lab,ptt_and_aptt,,text,Lab Location Name,,,,,,,[ptt_aptt_coll] = 'Yes',y,,,,,
aptt,ptt_and_aptt,,text,APTT,,"seconds (enter ""9999"" if not done)",number,,,,[ptt_aptt_coll] = 'Yes',y,,,,,
pttaptt_comment,ptt_and_aptt,,notes,Comments,,,,,,,,,LH,,,,
urine_coll,urinalysis,,radio,Were urinalysis labs collected?,"Yes, Yes | No, No | NA, N/A (not required)","If no, please add to protocol deviation log ",,,,,,y,RH,,,,
urine_date,urinalysis,,text,Date of Labs,,,date_mdy,1/1/2016,,,[urine_coll] = 'Yes',y,,,,,
urine_lab,urinalysis,,text,Lab  location Name,,,,,,,[urine_coll] = 'Yes',y,,,,,
color,urinalysis,,text,Color,,,,,,,[urine_coll] = 'Yes',y,,,,,
spec_gravity,urinalysis,,text,Specific Gravity,,"1.xxx (enter ""9999"" if not done)",number,,,,[urine_coll] = 'Yes',y,,,,,
urine_ph,urinalysis,,text,pH,,"x.x (enter ""9999"" if not done)",number,,,,[urine_coll] = 'Yes',y,,,,,
urine_protein,urinalysis,,text,Protein,,"(enter ""9999"" if not done)",,,,,[urine_coll] = 'Yes',y,,,,,
urine_glucose,urinalysis,,text,Glucose,,"(enter ""9999"" if not done)",,,,,[urine_coll] = 'Yes',y,,,,,
urine_ketones,urinalysis,,text,Ketones,,"(enter ""9999"" if not done)",,,,,[urine_coll] = 'Yes',y,,,,,
urine_bili,urinalysis,,text,Bilirubin,,"(enter ""9999"" if not done)",,,,,[urine_coll] = 'Yes',y,,,,,
urine_hgb,urinalysis,,text,Hemoglobin,,"(enter ""9999"" if not done)",,,,,[urine_coll] = 'Yes',y,,,,,
urine_nitrite,urinalysis,,text,Nitrite,,"(enter ""9999"" if not done)",,,,,[urine_coll] = 'Yes',y,,,,,
urine_leuk,urinalysis,,text,Leukocyte Esterase,,"(enter ""9999"" if not done)",,,,,[urine_coll] = 'Yes',y,,,,,
urine_wbc,urinalysis,,text,WBC,,"#/HPF (enter ""9999"" if not done)",,,,,[urine_coll] = 'Yes',y,,,,,
urine_rbc,urinalysis,,text,RBC,,"#/HPF (enter ""9999"" if not done)",,,,,[urine_coll] = 'Yes',y,,,,,
urine_comm,urinalysis,,notes,Comments,,,,,,,,,LV,,,,
virol_coll,virology,,radio,Were virology labs collected?,"Yes, Yes | No, No","If no, please add to protocol deviation log.",,,,,,y,RH,,,,
virol_date,virology,,text,Date of Labs,,,date_mdy,1/1/2016,,,[virol_coll] = 'Yes',y,,,,,
virol_lab,virology,,text,Lab Location Name,,,,,,,[virol_coll] = 'Yes',y,,,,,
hiv,virology,,radio,HIV Ab,"Pos, Positive | Neg, Negative | ND, Not Done | Other, Other","If ND, please add to protocol deviation log.",,,,,[virol_coll] = 'Yes',y,,,,,
hiv_other,virology,,notes,"If other, please specify",,,,,,,[hiv] = 'Other',y,RH,,,,
hepb,virology,,radio,Hepatitis B sAg,"Pos, Positive | Neg, Negative | ND, Not Done","If ND, please add to protocol deviation log.",,,,,[virol_coll] = 'Yes',y,RH,,,,
hepc,virology,,radio,Hepatitis C Ab,"Pos, Positive | Neg, Negative | ND, Not Done","If ND, please add to protocol deviation log.",,,,,[virol_coll] = 'Yes',y,RH,,,,
hepc_rna,virology,,radio,Hepatitis C RNA,"Pos, Positive | Neg, Negative | ND, Not Done | NA, N/A","If ND, please add to protocol deviation log.",,,,,[virol_coll] = 'Yes',y,,,,,
virol_comm,virology,,notes,Comment,,,,,,,,,LV,,,,
wocbpcoll,pregnancy_test,,radio,Was a pregnancy test performed/?,"Yes, Yes | No, No | NA, N/A (not required)","If no, please add to protocol deviation log.",,,,,,y,RH,,,,
preg_visit,pregnancy_test,,radio,Visit ID,"Screen, Screen | Cycle, Cycle | EOT, EOT | Unsched, Unscheduled",,,,,,,y,RH,,,,
preg_cycle,pregnancy_test,,text,Cycle Number,,,number,,,,[preg_visit] = 'Cycle',y,RH,,,,
preg_date,pregnancy_test,,text,Date Lab Collected,,,date_mdy,1/1/2016,,,[wocbpcoll] = 'Yes',y,,,,,
preg_lab,pregnancy_test,,text,Lab Location Name,,,,,,,[wocbpcoll] = 'Yes',y,,,,,
hcgtest,pregnancy_test,,radio,Was serum or urine pregnancy test performed?,"Serum, Serum | Urine, Urine",,,,,,[wocbpcoll] = 'Yes',y,RH,,,,
hcg_serum,pregnancy_test,,radio,Serum B-HCG,"Pos, Positive | Neg, Negative | Indet, Indeterminate | ND, Not Done | NA, Not Applicable",,,,,,[hcgtest] = 'Serum',y,,,,,
hcg_urine,pregnancy_test,,radio,Urine B-HCG,"Pos, Positive | Neg, Negative | Indet, Indeterminate | ND, Not Done | NA, N/A (men, non-WOCBP, serum HCG test done)",,,,,,[hcgtest] = 'Urine',y,,,,,
preg_comm,pregnancy_test,,notes,Comments,,,,,,,,,LV,,,,
ca199coll,ca199,,radio,Was CA19-9 lab collected?,"Yes, Yes | No, No | NA, N/A (not required)","If no, please add to protocol deviation log ",,,,,,y,RH,,,,
ca199_visit,ca199,,radio,Visit ID,"Screen, Screen | Cycle, Cycle | EOT, EOT | Unsched, Unscheduled",,,,,,,y,,,,,
ca199_cycle,ca199,,text,Cycle Number,,,number,,,,[ca199_visit] = 'Cycle',y,RH,,,,
ca199_date,ca199,,text,Date of Labs,,,date_mdy,,,,[ca199coll] = 'Yes',y,,,,,
ca199_lab,ca199,,text,Lab Location Name,,,,,,,[ca199coll] = 'Yes',y,,,,,
ca199,ca199,,text,CA19-9,,"U/mL (enter ""9999"" if not done)",number,,,,[ca199coll] = 'Yes',y,,,,,
ca199_outlab,ca199,,radio,Was CA19-9 done in an outside lab?,"Yes, Yes | No, No",,,,,,[ca199coll] = 'Yes',y,RH,,,,
ca199_refrange,ca199,,text,CA19-9 Reference Range,,enter range and units,,,,,[ca199_outlab] = 'Yes',,RH,,,,
ca199_comm,ca199,,notes,Comments,,,,,,,,,LV,,,,
crp_coll,creactive_protein,,radio,Was C-reactive protein lab collected?,"Yes, Yes | No, No","If no, please add to protocol deviation log ",,,,,,y,RH,,,,
crp_visit,creactive_protein,,radio,Visit ID,"Screen, Screen | Cycle, Cycle | EOT, EOT | Unsched, Unscheduled",,,,,,,y,,,,,
crp_cycle,creactive_protein,,text,Cycle Number,,,number,,,,[crp_visit] = 'Cycle',y,RH,,,,
crp_date,creactive_protein,,text,Date of Labs,,,date_mdy,,,,[crp_coll] = 'Yes',y,RH,,,,
crp,creactive_protein,,text,C-Reactive Protein,,mg/dL ,number,,,,[crp_coll] = 'Yes',y,RH,,,,
crp_comm,creactive_protein,,notes,Comment,,,,,,,,,LH,,,,
