Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
tumor_axis_dimension,img_pmdc_2,,text,Pancreatic tumor size - long axis dimension (cm),,,,,,,,,,,,,
site_of_pancreas_tumor,img_pmdc_2,,checkbox,Site of pancreas tumor,"2, Head | 4, Neck | 3, Body | 5, Tail | 1, Uncinate | 6, Other (enter details in Summary of Findings)",,,,,,,,,,,,
vessel_involvement,img_pmdc_2,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.189%;"" border=""0""> <tbody> <tr> <td style=""width: 26.0385%;"">Arterial Involvement</td> <td style=""width: 24.9064%;"">Venous Involvement</td> <td style=""width: 21.2709%;"">Other Arterial Notes</td> <td style=""width: 27.8343%;"">{other_arterial_notes}</td> </tr> <tr> <td style=""width: 26.0385%;"">{arterial_involvement}</td> <td style=""width: 24.9064%;"">{venous_involvement}</td> <td style=""width: 21.2709%;"">Other Venous Notes</td> <td style=""width: 27.8343%;"">{other_venous_notes}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
radiologist_impression,img_pmdc_2,,notes,Summary of Findings - Radiologist's Impression,,,,,,,,,,,,,
arterial_involvement,img_pmdc_2,,checkbox,Arterial Involvement,"3, SMA | 1, Celiac Axis | 2, Hepatic arteries | 99, Other | 0, None",,,,,,,,,,,,
sma_involvement,img_pmdc_2,,dropdown,SMA  Involvement,"1, </= 180° | 2, > 180° | 88, N/A",,,,,,[arterial_involvement(3)] = '1',,,,,,
celiac_axis_involvement,img_pmdc_2,,dropdown,Celiac Axis Involvement,"1, </= 180° | 2, > 180° | 88, N/A",,,,,,[arterial_involvement(1)] = '1',,,,,,
hepatic_artery_involvement,img_pmdc_2,,dropdown,Hepatic Artery Involvement,"1, </= 180° | 2, > 180° | 88, N/A",,,,,,[arterial_involvement(2)] = '1',,,,,,
other_arterial_notes,img_pmdc_2,,text,Other Arterial Notes,,,,,,,,,,,,,
variant_anatomy,img_pmdc_2,,checkbox,Variant anatomy,"1, No variant anatomy | 2, Replaced right hepatic artery | 3, Replaced left hepatic artery | 4, Accessory right hepatic artery | 5, Accessory left hepatic artery | 6, Other (enter details in Summary of Findings)",,,,,,,,,,,,
venous_involvement,img_pmdc_2,,checkbox,Venous Involvement,"1, SMV | 2, Portal Vein | 99, Other | 0, None",,,,,,,,,,,,
portal_vein_involvement,img_pmdc_2,,checkbox,Portal Vein Involvement,"1, < /=180° | 2, >180° | 3, Deformed | 4, Occluded | 99, Other / additional notes",,,,,,[venous_involvement(2)] = '1',,RH,,,,
smv_involvement,img_pmdc_2,,checkbox,SMV Involvement,"1, < /=180° | 2, >180° | 3, Deformed | 4, Occluded | 99, Other / additional notes",,,,,,[venous_involvement(1)] = '1',,RH,,,,
other_venous_notes,img_pmdc_2,,text,Other Venous Notes,,,,,,,,,,,,,
met_disease,img_pmdc_2,,descriptive,"<div class=""rich-text-field-label""><p>Metastatic Disease Evaluation</p> <table style=""border-collapse: collapse; width: 101.316%; height: 119.333px; float: left;""> <tbody> <tr style=""height: 17.3333px;""> <td style=""width: 55.6158%; height: 17.3333px;"">Lung Nodules</td> <td style=""width: 44.433%; height: 17.3333px;"">{sites_of_meta_invl_lung}</td> </tr> <tr style=""height: 17.3333px;""> <td style=""width: 55.6158%; height: 17.3333px;"">Liver Lesions</td> <td style=""width: 44.433%; height: 17.3333px;"">{sites_of_meta_invl_liver_les}</td> </tr> <tr style=""height: 22.6667px;""> <td style=""width: 55.6158%; height: 22.6667px;"">Peritoneal/Omental Nodes</td> <td style=""width: 44.433%; height: 22.6667px;"">{sites_of_meta_invl_peritl_or_omental}</td> </tr> <tr style=""height: 17.3333px;""> <td style=""width: 55.6158%; height: 17.3333px;"">Suspicious Lymph Nodes</td> <td style=""width: 44.433%; height: 17.3333px;"">{suspicious_lymph_nodes}</td> </tr> <tr style=""height: 17.3333px;""> <td style=""width: 55.6158%; height: 17.3333px;"">Extra-Pancreatic Disease</td> <td style=""width: 44.433%; height: 17.3333px;"">{sites_of_meta_invl_other}</td> </tr> <tr> <td style=""height: 10px; width: 55.6158%;"">Evidence of stage IV metastatic disease</td> <td style=""width: 44.433%; height: 10px;"">{evidence_of_stage_iv_metastatic_disease}</td> </tr> <tr style=""height: 17.3333px;""> <td style=""width: 55.6158%; height: 17.3333px;"">Notes on metastatic involvement</td> <td style=""width: 44.433%; height: 17.3333px;"">{notes_on_meta_invl}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
sites_of_meta_invl_liver_les,img_pmdc_2,,yesno,Liver lesions,,,,,,,,,RH,,,,
liver_lesions_impression,img_pmdc_2,,dropdown,"If yes, liver lesion(s) impression","1, Suspicious/Indeterminate | 2, Likely Benign | 88, N/A",,,,,,[sites_of_meta_invl_liver_les] = '1',,,,,,
sites_of_meta_invl_lung,img_pmdc_2,,yesno,Lung Lesion,,,,,,,,,RH,,,,
sites_of_meta_invl_peritl_or_omental,img_pmdc_2,,yesno,Peritoneal or Omental Nodes,,,,,,,,,RH,,,,
suspicious_lymph_nodes,img_pmdc_2,,yesno,Suspicious Lymph Nodes,,,,,,,,,RH,,,,
sites_suspicious_lymph_nodes,img_pmdc_2,,checkbox,Sites of suspicious Lymph nodes,"1, Porta Hepatis | 2, Celiac | 3, Splenic Hilum | 4, Paraortic | 5, Aortocaval | 99, Other",,,,,,,,,,,,
sites_of_meta_invl_other,img_pmdc_2,,yesno,Other Extra-Pancreatic Disease,,,,,,,,,RH,,,,
evidence_of_stage_iv_metastatic_disease,img_pmdc_2,,dropdown,Evidence of Metastatic Disease,"1, Yes | 0, No | 88, Unsure",,,,,,,,,,,,
optional_notes_if_selecting_unsure,img_pmdc_2,,text,"Optional notes if selecting ""unsure""",,,,,,,[evidence_of_stage_iv_metastatic_disease] = '88',,,,,,
notes_on_meta_invl,img_pmdc_2,,text,Notes on metastatic involvement,,,,,,,,,,,,,
extrapanc,img_pmdc_2,,text,Other Extra-Pancreatic Disease,,,,,,,,,,,,,
vessel_change_pmdc,img_pmdc_2,,yesno,Any change in vessel involvement during PMDC review?,,,,,,,,,RH,,,,
vessel_pmdc,img_pmdc_2,,checkbox,Change in which vessel involvement,"1, SMA | 2, Celiac Axis | 3, CHA | 4, Portal Vein | 5, SMV | 6, Other",,,,,,[vessel_change_pmdc] = '1',,RH,,,,
text_vessel_change,img_pmdc_2,,text,Describe the change in vessel involvement.,,,,,,,[vessel_change_pmdc] = '1',,,,,,
resect_change_pmdc,img_pmdc_2,,yesno,Change in resectability during PMDC?,,,,,,,,,RH,,,,
image_ctdate,image,,text,Date of CT,,,date_mdy,,,,,,,,,,
image_location,image,,dropdown,Location,"1, Periampullary | 2, Pancreas",,,,,,,,,,,,
image_size,image,,text,Size(cm),,,,,,,,,,,,,
image_vascular,image,,yesno,Vascular involvement,,,,,,,,,,,,,
image_tstage,image,,dropdown,T stage,"1, 1 | 2, 2 | 3, 3 | 4, 4",,,,,,,,,,,,
image_indetermined_lesion,image,,yesno,Indetermined lesion,,,,,,,,,,,,,
image_cystic,image,,yesno,Cystic,,,,,,,,,,,,,
date_of_presentation_initi,presenting_diagnosis,,text,Date of Presentation / Initial Diagnosis ,,image or clinical diagnosis,date_mdy,,,,,y,,,,,
diagnosis,presenting_diagnosis,,dropdown,Presenting Diagnosis,"6, Mass of Pancreas | 1, Pancreatic Ductal Adenocarcinoma | 2, Intraductal Papillary Mucinous Neoplasm | 3, Pancreatic Neuroendocrine tumor | 4, Cholangiocarcinoma | 5, Other | 0, Unknown",,,,,,,,,,,,
other_diagnosis,presenting_diagnosis,,text,Other diagnosis,,,,,,,"[diagnosis]=""5""",,,,,,
stage,presenting_diagnosis,,dropdown,Stage of Disease,"0, Unknown, not reported | 1, Resectable | 2, Borderline | 3, Locally Advanced disease | 4, Metastatic disease",at presentation,,,,,,,,,,,
date_of_surgery,surgery,,text,Date of Surgery,,,date_mdy,,,,,y,,,,,
resected_at_outside_hospit,surgery,,dropdown,Resected at Outside Hospital,"0, No | 1, Yes",,,,,,,,,,,,
omd,surgery,,yesno,"Oligometastatic disease
",,,,,,,,,,,,,
asa_class,surgery,,dropdown,ASA class ,"1, I | 2, II | 3, III | 4, IV | 5, V | 6, VI",,,,,,,y,,,,,
date_of_admission,surgery,,text,Date of admission ,,,date_mdy,,,,,y,,,,,
date_of_discharge,surgery,,text,Date of discharge,,,date_mdy,,,,,y,,,,,
icu_days,surgery,,text,ICU days ,,,,,,,,y,,,,,
surgery_type,surgery,,dropdown,Surgery type ,"2, Classic Pancreaticoduodenectomy | 3, Classic total pancreatectomy | 4, Pylorus Preserving pancreaticoduodenectomy | 5, Pylorus preserving total pancreatectomy | 43, Pancreaticoduodenectomy (NOS) | 44, Distal pancreatectomy | 45, Central Pancreatectomy | 49, Pylorus preserving pancreaticoduodenectomy with Braun | 50, Classic pancreatectomy with Braun | 51, Classic total pancreatectomy with Braun | 52, Pylorus preserving total pancreatectomy with Braun | 53, Intraoperative Brachytherapy | 56, Laparoscopic distal pancreatectomy | 57, Laparoscopic hand assisted distal pancreatectomy | 58, Laparoscopic pancreatic enucleation | 59, Enucleation | 60, Laparoscopic pancreaticoduodenectomy | 61, Laparoscopic assisted pylorus preserving pancreaticoduodenectomy with Braun | 62, Laparoscopic central pancreatectomy | 63, Laparoscopic classic pancreaticoduodenectomy | 64, Pancreaticojejunostomy revision | 65, Laparoscopic total pancreatectomy | 70, Robotic pancreaticoduodenectomy | 71, Robotic distal pancreatectomy | 72, Robotic total pancreatectomy | 73, Robotic central pancreatectomy | 74, Robotic enucleation | 75, IRE | 76, Necrosectomy | 77, Surgery aborted due to presence of metastatic disease, exploratory laparotomy | 80, Surgery aborted due to presence of metastatic disease, exploratory laparoscopic exploration | 78, Surgery aborted due to unresectable vascular involvement | 90, Frey's procedure | 91, Bypass procedure | 92, No pancreatic resection | 93, Robotic pylorus-preserving pancreaticoduodenectomy | 94, Modified Appleby procedure (DP-CAR) | 95, Small bowel resection | 96, Metastasectomy | 97, Partial pancreatectomy",,,,,,,y,,,,,
concurrent_surgery_type,surgery,,dropdown,Concurrent surgery type,"2, Classic Pancreaticoduodenectomy | 3, Classic total pancreatectomy | 4, Pylorus Preserving pancreaticoduodenectomy | 5, Pylorus preserving total pancreatectomy | 43, Pancreaticoduodenectomy (NOS) | 44, Distal pancreatectomy | 45, Central Pancreatectomy | 49, Pylorus preserving pancreaticoduodenectomy with Braun | 50, Classic pancreatectomy with Braun | 51, Classic total pancreatectomy with Braun | 52, Pylorus preserving total pancreatectomy with Braun | 53, Intraoperative Brachytherapy | 56, Laparoscopic distal pancreatectomy | 57, Laparoscopic hand assisted distal pancreatectomy | 58, Laparoscopic pancreatic enucleation | 59, Enucleation | 60, Laparoscopic pancreaticoduodenectomy | 61, Laparoscopic assisted pylorus preserving pancreaticoduodenectomy with Braun | 62, Laparoscopic central pancreatectomy | 63, Laparoscopic classic pancreaticoduodenectomy | 64, Pancreaticojejunostomy revision | 70, Robotic pancreaticoduodenectomy | 71, Robotic distal pancreatectomy | 72, Robotic total pancreatectomy | 73, Robotic central pancreatectomy | 74, Robotic enucleation | 75, IRE | 76, Necrosectomy | 77, Surgery aborted due to presence of metastatic disease, exploratory laparotomy | 80, Surgery aborted due to presence of metastatic disease, exploratory laparoscopic exploration | 78, Surgery aborted due to unresectable vascular involvement",,,,,,,,,,,,
surgery_type_other,surgery,,text,Surgery Type (Other),,,,,,,,,,,,,
whipple_technique,surgery,,dropdown,Whipple technique ,"1, Open | 2, MIS converted to open | 3, Laparoscopic | 4, Robotic",,,,,,[surgery_type] = '2' or [surgery_type] = '4' or [surgery_type] = '43' or [surgery_type] = '49' or [surgery_type] = '50' or [surgery_type] = '60' or [surgery_type] = '61' or [surgery_type] = '63' or [surgery_type] = '70' or [concurrent_surgery_type] = '2' or [concurrent_surgery_type] = '4' or [concurrent_surgery_type] = '43' or [concurrent_surgery_type] = '49' or [concurrent_surgery_type] = '50' or [concurrent_surgery_type] = '61' or [concurrent_surgery_type] = '63' or [concurrent_surgery_type] = '70' or [concurrent_surgery_type] = '60',,,,,,
antecolic_vs_retrocolic,surgery,,dropdown,Antecolic vs. Retrocolic,"1, Antecolic | 2, Retrocolic | 3, Unknown",,,,,,[surgery_type] = '2' or [surgery_type] = '4' or [surgery_type] = '43' or [surgery_type] = '49' or [surgery_type] = '50' or [surgery_type] = '60' or [surgery_type] = '61' or [surgery_type] = '63' or [surgery_type] = '70' or [concurrent_surgery_type] = '2' or [concurrent_surgery_type] = '4' or [concurrent_surgery_type] = '43' or [concurrent_surgery_type] = '49' or [concurrent_surgery_type] = '50' or [concurrent_surgery_type] = '61' or [concurrent_surgery_type] = '63' or [concurrent_surgery_type] = '70' or [concurrent_surgery_type] = '60',,,,,,
whipple_pj_anastomosis,surgery,,dropdown,"Whipple, PJ anastomosis","1, Duct to mucosa | 2, Invagination | 3, Other | 4, Unknown",,,,,,[surgery_type] = '2' or [surgery_type] = '4' or [surgery_type] = '43' or [surgery_type] = '49' or [surgery_type] = '50' or [surgery_type] = '60' or [surgery_type] = '61' or [surgery_type] = '63' or [surgery_type] = '70' or [concurrent_surgery_type] = '2' or [concurrent_surgery_type] = '4' or [concurrent_surgery_type] = '43' or [concurrent_surgery_type] = '49' or [concurrent_surgery_type] = '50' or [concurrent_surgery_type] = '61' or [concurrent_surgery_type] = '63' or [concurrent_surgery_type] = '70' or [concurrent_surgery_type] = '60',,,,,,
stent_placement,surgery,,yesno,Stent placement ,,,,,,,[surgery_type] = '2' or [surgery_type] = '4' or [surgery_type] = '43' or [surgery_type] = '49' or [surgery_type] = '50' or [surgery_type] = '60' or [surgery_type] = '61' or [surgery_type] = '63' or [surgery_type] = '70' or [concurrent_surgery_type] = '2' or [concurrent_surgery_type] = '4' or [concurrent_surgery_type] = '43' or [concurrent_surgery_type] = '49' or [concurrent_surgery_type] = '50' or [concurrent_surgery_type] = '61' or [concurrent_surgery_type] = '63' or [concurrent_surgery_type] = '70' or [concurrent_surgery_type] = '60',,,,,,
whipple_pj_anastomosis_oth,surgery,,text,"Whipple PJ anastomosis other, specify",,,,,,,[surgery_type] = '2' or [surgery_type] = '4' or [surgery_type] = '43' or [surgery_type] = '49' or [surgery_type] = '50' or [surgery_type] = '60' or [surgery_type] = '61' or [surgery_type] = '63' or [surgery_type] = '70' or [concurrent_surgery_type] = '2' or [concurrent_surgery_type] = '4' or [concurrent_surgery_type] = '43' or [concurrent_surgery_type] = '49' or [concurrent_surgery_type] = '50' or [concurrent_surgery_type] = '61' or [concurrent_surgery_type] = '63' or [concurrent_surgery_type] = '70' or [concurrent_surgery_type] = '60',,,,,,
distal_pancreatectomy_tech,surgery,,dropdown,"Distal pancreatectomy, technique","1, Open | 2, MIS converted to open | 3, Laparoscopic | 4, Robotic",,,,,,[surgery_type] = '44' or [surgery_type] = '56' or [surgery_type] = '57' or [surgery_type] = '71' or [concurrent_surgery_type] = '44' or [concurrent_surgery_type] = '56' or [concurrent_surgery_type] = '57' or [concurrent_surgery_type] = '71',,,,,,
distal_pancreatectomy2_1ef,surgery,,dropdown,Stump closure technique,"1, Stapled | 2, Hand sewn | 3, Other",,,,,,[surgery_type] = '44' or [surgery_type] = '56' or [surgery_type] = '57' or [surgery_type] = '71' or [concurrent_surgery_type] = '44' or [concurrent_surgery_type] = '56' or [concurrent_surgery_type] = '57' or [concurrent_surgery_type] = '71',,,,,,
enucleation_technique,surgery,,dropdown,"Enucleation, technique","1, Open | 2, MIS converted to open | 3, Laparoscopic | 4, Robotic",,,,,,[surgery_type] = '59' or [surgery_type] = '58' or [concurrent_surgery_type] = '58' or [concurrent_surgery_type] = '59' or [surgery_type] = '74' or [concurrent_surgery_type] = '74',,,,,,
central_pancreatectomy_tec,surgery,,dropdown,"Central pancreatectomy, technique","1, Open | 2, MIS converted to open | 3, Laparoscopic | 4, Robotic",,,,,,[surgery_type] = '45' or [surgery_type] = '62' or [surgery_type] = '73' or [concurrent_surgery_type] = '45' or [concurrent_surgery_type] = '62' or [concurrent_surgery_type] = '73',,,,,,
total_pancreatectomy_techn,surgery,,dropdown,"Total pancreatectomy, technique ","1, Open | 2, MIS converted to open | 3, Laparoscopic | 4, Robotic",,,,,,[surgery_type] = '5' or [surgery_type] = '51' or [surgery_type] = '52' or [concurrent_surgery_type] = '5' or [concurrent_surgery_type] = '51' or [concurrent_surgery_type] = '52' or [surgery_type] = '3' or [surgery_type] = '72' or [surgery_type] = '3' or [concurrent_surgery_type] = '3' or [concurrent_surgery_type] = '52' or [concurrent_surgery_type] = '72',,,,,,
splenectomy,surgery,,yesno,Splenectomy ,,,,,,,,,,,,,
gland_texture,surgery,,dropdown,Gland texture,"1, Soft | 2, Firm | 3, Unknown",,,,,,,y,,,,,
dilated_mpd,surgery,,yesno,Dilated MPD,,>3.0mm,,,,,,,,,,,
mpd_size,surgery,,text,"MPD, size (mm)",,,number,0,10000,,,y,,,,,
cbd_size_mm,surgery,,text,"CBD, size (mm)",,,,,,,,,,,,,
pancreatectomy_closing_tec,surgery,,dropdown,"Pancreatectomy, closing technique","1, Hand sewn | 2, Stapled | 3, Energy device",,,,,,,y,,,,,
was_wound_vac_placed,surgery,,yesno,Was wound VAC placed ,,,,,,,,,,,,, @HIDDEN
number_of_drains,surgery,,text,Number of drains ,,,integer,0,5,,,y,,,,,
other_organs_resected,surgery,,yesno,Other organs resected,,,,,,,,y,,,,,
other_organs_resected_spec,surgery,,notes,"Other organs resected, specify",,,,,,,[other_organs_resected] = '1',,,,,,
vascular_resection,surgery,,yesno,Vascular resection,,,,,,,,y,,,,,
resected_vessels,surgery,,checkbox,Resected vessels ,"1, SMV | 2, Portal Vein | 3, IVC | 4, Other vein | 5, Any artery",,,,,,[vascular_resection] = '1',,,,,,
vascular_reconstruction_yn,surgery,,yesno,Vascular reconstruction,,,,,,,[vascular_resection] = '1',,,,,,
vascular_reconstruction,surgery,,dropdown,Vascular reconstruction technique,"1, None | 2, Primary | 3, Interposition vein | 4, Interposition graft | 5, Patch | 6, Unknown",,,,,,[vascular_resection] = '1',,,,,,
length_of_operation_min,surgery,,text,Length of operation (min),,,,,,,,,,,,,
epidural,surgery,,dropdown,Epidural ,"1, No | 2, Yes successful | 3, Yes not successful",,,,,,,y,,,,,
estimated_blood_loss,surgery,,text,Estimated Blood Loss,,,number,,,,,y,,,,,
ffp_units,surgery,,text,FFP Units ,,,number,,,,,,,,,,
cryoprecipitate_units,surgery,,text,Cryoprecipitate units ,,,number,,,,,,,,,,
platelets_units,surgery,,text,Platelets Units ,,,number,,,,,,,,,,
prbc_units,surgery,,text,PRBC Units ,,,,,,,,,,,,,
surgeon_id,surgery,,dropdown,Surgeon ID,"3, Jin He | 11, Richard A. Burkhart | 12, William R. Burns | 13, Chris Shubert | 14, Kelly Lafaro | 4, John L. Cameron | 5, Martin A. Makary | 1, Christopher L. Wolfgang | 2, Matthew J. Weiss | 6, Nita Ahuja | 7, Timothy Pawlik | 8, Hirose Kenzo | 9, Benjamin Philosophe | 10, Other",,,,,,,y,,,,,
surgeon_id_other,surgery,,text,Surgeon ID other ,,,,,,,[surgeon_id] = '10',,,,,,
pathology_number,pathology,,text,Pathology Number,,,,,,,,y,,,,,
tumor_site,pathology,,dropdown,Tumor site,"1, head | 2, neck | 3, body | 4, tail | 5, other | 6, uncinate | 7, diffuse or multi-focal",,,,,,,y,,,,,
histology,pathology,,dropdown,Histology,"1, Ductal adenocarcinoma (PDAC) | 2, Acinar cell carcinoma | 3, Colloid adenocarcinoma | 4, Pancreatoblastoma | 5, Pancreatic Neuroendocrine tumor (PNET) | 6, Solid Pseudopapillary neoplasm (SPEN) | 7, Serous Cystic neoplasm (SCA) | 8, Mucinous Cystic neoplasm (MCN) | 9, Non-invasive IPMN | 10, High grade IPMN | 11, Invasive carcinoma from IPMN | 12, Metastatic neoplasm | 13, GIST | 14, Lymphoma | 15, Autoimmune pancreatitis | 16, Chronic pancreatitis | 17, Groove pancreatitis | 18, Lymphoepithelial cyst | 19, Cholangiocarcinoma | 20, Ampullary cancer | 21, Duodenal cancer | 22, Periampullary adenoma | 23, Benign bile duct stricture | 24, Other | 25, Ampullary neuroendocrine tumor | 26, Duodenal neuroendocrine tumor | 27, Adenosquamous carcinoma",,,,,,,y,,,,,
histology_other,pathology,,text,Histology other ,,,,,,,[histology] = '24',,,,,,
tumor_size,pathology,,text,Tumor size (cm),,,,,,,,y,,,,,
local_cholangio,pathology,,dropdown,Location of Cholangiocarcinoma,"1, Intrahepatic | 2, Perihilar | 3, Distal",,,,,,,,,,,,
grade_of_tumor_differentia,pathology,,dropdown,Grade of tumor differentiation ,"1, Well differentiated | 2, Moderately differentiated | 3, Poor/Undifferentiated/anaplastic differentiated | 4, No invasive cancer | 5, Other | 6, Treatment effect",,,,,,,y,,,,,
number_of_positive_nodes,pathology,,text,Number of positive nodes ,,,number,,,,,y,,,,,
number_of_harvested_node,pathology,,text,Number of harvested node ,,,number,,,,,y,,,,,
lymphovascular_invasion,pathology,,dropdown,Lymphovascular invasion ,"0, No | 1, Yes | 2, Indeterminate | 3, Unknown",,,,,,,y,,,,,
perinueral_invasion,pathology,,dropdown,Perineural Invasion ,"0, No | 1, Yes | 2, Indeterminate | 3, Unknown",,,,,,,y,,,,,
response_to_neoadjuvant_th,pathology,,dropdown,Response to neoadjuvant therapy,"1, pathological complete response | 2, marked response/minmal residual cancer | 3, moderate response | 4, poor to no response | 5, no neoadjuvant",,,,,,,y,,,,,
if_pnet_functional_status,pathology,,dropdown,"PNET functional status
","0, Non-functional | 1, Functional",,,,,,[histology] = '5' or [histology] = '25' or [histology] = '26',,,,,,
if_pnet_functional_type,pathology,,text,"PNET functional type
",,,,,,,[histology] = '5' or [histology] = '25' or [histology] = '26',,,,,,
if_pnet_ki_67,pathology,,text,"PNET Ki-67%
",,,number,,,,[histology] = '5' or [histology] = '25' or [histology] = '26',,,,,,
if_pnet_mitotic_rate_10hpf,pathology,,text,"PNET mitotic rate/10HPF
",,,number,,,,[histology] = '5' or [histology] = '25' or [histology] = '26',,,,,,
additional_tumors,pathology,,checkbox,Additional tumors ,"1, Ductal adenocarcinoma (PDAC) | 2, Acinar cell carcinoma | 3, Colloid adenocarcinoma | 4, Pancreatoblastoma | 5, Neuroendocrine tumor | 6, Solid Pseudopapillary neoplasm (SPEN) | 7, Serous Cystic neoplasm (SCA) | 8, Mucinous Cystic neoplasm (MCN) | 9, Non-invasive IPMN | 10, High grade IPMN | 11, Invasive carcinoma from IPMN | 12, Metastatic neoplasm | 13, GIST | 14, Lymphoma | 15, Autoimmune pancreatitis | 16, Chronic pancreatitis | 17, Groove pancreatitis | 18, Lymphoepithelial cyst | 19, Cholangiocarcinoma | 20, Ampullary cancer | 21, Duodenal cancer | 22, Periampullary adenoma | 23, Benign bile duct stricture | 24, PANIN | 25, Other",,,,,,,,,,,,
additional_tumors_other_sp,pathology,,text,"Additional tumors or benign findings, Specify",,,,,,,[additional_tumors(25)] = '1',,,,,,
acc_t_stage,pathology,,dropdown,AJCC-T stage ,"1, Tx | 2, T0 | 3, Tis | 4, T1 | 5, T2 | 6, T3 | 7, T4 | 8, Unknown | 9, ypT1 | 10, ypT2 | 11, ypT3 | 12, ypT4 | 13, T1a(cholangiocarcinoma) | 14, T1b(cholangiocarcinoma) | 15, ypT0","TX Primary tumor cannot be assessed. T0 No evidence of primary tumor. Tis Carcinoma in situ. T1 Tumor limited to the pancreas, 2 cm or less in greatest dimension. T2 Tumor limited to the pancreas, more than 2 cm in greatest dimension. T3 Tumor extends beyond the pancreas but without involvement of the celiac axis or the superior mesenteric artery. T4 Tumor involves the celiac axis or the superior mesenteric artery",,,,,,y,,,,,
ajcc_n_stage,pathology,,dropdown,AJCC-N stage ,"1, Nx | 2, N0 | 3, N1 | 4, Unknown | 5, ypN0 | 6, ypN1 | 7, N2 | 8, ypN2",NX Regional lymph nodes cannot be assessed. N0 No regional lymph node metastasis. N1 Regional lymph node metastasis,,,,,,y,,,,,
ajcc_m_stage,pathology,,dropdown,AJCC-M Stage,"1, Mx | 2, M0 | 3, M1 | 4, Unknown",M0 No distant metastasis. M1 Distant metastasis,,,,,,y,,,,,
worst_class_of_margin,pathology,,dropdown,"Class of Margin (R0, R1,R2)
","1, R0 | 2, R1 | 3, R2 | 4, Positive resected to negative | 5, Positive, Total pancreatectomy performed | 6, Tumor within 1 mm of margin | 7, Positive (NOS) | 8, Unknown",,,,,,,y,,,,,
site_of_postive_margin,pathology,,dropdown,Site of positive margin ,"1, Bile duct | 2, Pancreas neck | 3, Uncinate | 4, Enteric margin | 5, Vascular groove | 6, Unknown | 7, Other",,,,,,[worst_class_of_margin] = '2' or [worst_class_of_margin] = '3' or [worst_class_of_margin] = '6' or [worst_class_of_margin] = '7',,,,,,
site_of_positive_margin_ot,pathology,,text,Site of positive margin other. Specify:,,,,,,,[site_of_postive_margin] = '7' and ([worst_class_of_margin] = '2' or [worst_class_of_margin] = '3' or [worst_class_of_margin] = '6' or [worst_class_of_margin] = '7'),,,,,,
no_complications,surgical_complications,,yesno,No complications,,,,,,,,y,,,,,
delayed_gastric_emptying,surgical_complications,,yesno,Delayed Gastric Emptying ,,,,,,,,y,,,,,
dge_grade,surgical_complications,,dropdown,DGE Grade,"2, Grade A | 3, Grade B | 4, Grade C",Grade A 4-7 day required or reinsertion >POD3. Grade B 8-14 days NGT requirement or reinsertion >POD 7. Grade C >14 days requirement or reinsertion > POD 14,,,,,[delayed_gastric_emptying] = '1',,,,,,
ng_tube_removed_on_which_p,surgical_complications,,text,NG tube removed on which POD,,,number,,,,,,,,,,
ng_tube_reinsertion_requir,surgical_complications,,text,NG tube reinsertion required on which POD?,,,number,,,,,,,,,,
reinserted_ng_tube_removal,surgical_complications,,text,Reinserted NG tube removal on which POD?,,,,,,,,,,,,,
days_until_unlimited_oral,surgical_complications,,text,Days until unlimited oral intake ,,,number,,,,,,,,,,
postoperative_pancreatic_f,surgical_complications,,yesno,Postoperative pancreatic fistula (POPF),,,,,,,,,,,,,
popf_grade,surgical_complications,,dropdown,POPF grade ,"1, No POPF | 2, Grade A | 3, Grade B | 4, Grade C","Amylase >3x institution limit is POPF. Grade A is clinically non-significant. Grade B if requires treatment with antibiotics, fluid replacements, drain placement, readmission etc. Grade C is organ failure, sepsis or death",,,,,[postoperative_pancreatic_f] = '1',y,,,,,
was_amylase_3x_institution,surgical_complications,,yesno,Was amylase >3x institution limit after POD3,,,,,,,,,,,,,
radiographic_demonstration,surgical_complications,,yesno,Radiographic demonstration of perianastomotic extravasation or drain sinogram connection ,,,,,,,,,,,,,
persistent_drainage_3_week,surgical_complications,,yesno,Persistent drainage >3 weeks ,,,,,,,,,,,,,
any_treatment_for_popf,surgical_complications,,yesno,Any treatment for POPF ,,"Antibiotics, nutritional supplementation, etc ",,,,,[postoperative_pancreatic_f] = '1',,,,,,
intra_abdominal_hemorrhage,surgical_complications,,yesno,Intra-abdominal hemorrhage or pseudoaneurysm in presence of amylase rich drainage,,,,,,,[postoperative_pancreatic_f] = '1',,,,,,
readmission_for_treatment,surgical_complications,,yesno,Readmission for treatment of POPF ,,,,,,,[postoperative_pancreatic_f] = '1',,,,,,
was_there_drain_placement,surgical_complications,,yesno,Was there drain placement for POPF,,,,,,,[postoperative_pancreatic_f] = '1',,,,,,
sepsis_or_organ_dysfunctio,surgical_complications,,yesno,Sepsis or organ dysfunction due to POPF ,,,,,,,[postoperative_pancreatic_f] = '1',,,,,,
